Date,Transaction_ID,Number,Description,Notes,Memo,Full_Account_Name,Account_Name,Amount_Num
2012-11-01,fc1a67a3a8161f3f958e3ceb59f8d7e9,,Employee2,Virement - AccesD Internet,Paie Nette/Net Pay (Cheque),Equity:Shareholders Contributions:Shareholder3,Shareholder3,-676.41
2012-11-01,fc1a67a3a8161f3f958e3ceb59f8d7e9,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-16.46
2012-11-01,fc1a67a3a8161f3f958e3ceb59f8d7e9,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-66.88
2012-11-01,fc1a67a3a8161f3f958e3ceb59f8d7e9,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-10.73
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,,Expenses:Salaries,iField,800
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),16.46
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),66.88
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),10.73
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-36.57
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-37.35
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-33.44
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-4.47
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-11.76
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,Paie Nette/Net Pay (Cheque),Equity:Shareholders Contributions:Shareholder3,Shareholder3,-676.41
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-16.46
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-66.88
2012-11-15,227d8bfb0e6bcfc0b0476f8f836d7358,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-10.73
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,,Expenses:Salaries,iField,800
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),16.46
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),66.88
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),10.73
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-36.57
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-37.35
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-33.44
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-4.47
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-11.76
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,Paie Nette/Net Pay (Cheque),Equity:Shareholders Contributions:Shareholder3,Shareholder3,-676.41
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-16.46
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-66.88
2012-11-29,a6c9b92399d1c5b98d6f47f4e9c742f7,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-10.73
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,,Expenses:Salaries,iField,800
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),16.46
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),66.88
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),10.73
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-36.57
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-37.35
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-33.44
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-4.47
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-11.76
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,Paie Nette/Net Pay (Cheque),Equity:Shareholders Contributions:Shareholder3,Shareholder3,-676.41
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-16.46
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-66.88
2012-12-13,d5efeb38979c79122a55f8c186c4c2c4,,Employee2,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-10.73
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-07-07,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),321.4
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),1459.83
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),209.44
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-07-21,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-08-04,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-08-18,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-09-01,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-09-15,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek R&D 2012-09-29,Expenses:Salaries,iField,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Payweek PVT8 2012-12-22?,Expenses:Salaries,PVT8,1600
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,unknown pay week,Expenses:Salaries,PVT8,1200
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-1494.58
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-1873.02
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-729.91
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-87.3
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-229.58
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,Paie Nette/Net Pay (Cheque),Assets:Current Assets:Checking Account,Checking Account,-9585.6
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-321.41
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-1459.83
2012-12-28,381704b928e3027808538515ee7d4f5a,8,Employee1,Virement - AccesD Internet,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-209.44
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,,Expenses:Salaries,iField,1286.99
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),27.38
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),117.54
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),17.26
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-91.93
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-116.88
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-58.77
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-7.19
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-19.56
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,Paie Nette/Net Pay (Cheque),Assets:Current Assets:Checking Account,Checking Account,-992.66
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-27.38
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-117.54
2013-04-25,9ae5f92407905d47f5585b7eb4235fe7,8,Employee12,Cheque/no 32,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-17.26
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,,Expenses:Salaries,iField,882.01
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),18.77
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),76.23
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),11.83
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-44.85
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-52.08
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-38.12
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-4.93
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-13.41
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,Paie Nette/Net Pay (Cheque),Assets:Current Assets:Checking Account,Checking Account,-728.62
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-18.77
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-76.23
2013-05-01,87b04200aa8bbb43fc4b65c444eeae64,2,Employee12,Cheque/no 35,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-11.83
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,,Expenses:Salaries,iField,1431
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),30.45
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),132.23
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),19.19
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,0
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employee Impôt Federale sur le revenu retenu",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-108.67
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employee Impôt du Québec retenu",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-139.92
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,Employee Régie des rentes du Québec/Quebec Pension Plan QPP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-66.12
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,Employee Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP,Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-8
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,Employee Cotisation à l'assurance-emploi/Employment Insurance Premiums,Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-21.75
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,Paie Nette/Net Pay (Cheque),Assets:Current Assets:Checking Account,Checking Account,-1086.54
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Liabilities:Taxes:Remises Federal RP0001,Remises Federal RP0001,-30.45
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-132.23
2013-05-22,4af4e112207d211588cea637e6c0a4b6,7,Employee12,Cheque/no 36,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Liabilities:Taxes:Remises Quebec RS0001,Remises Quebec RS0001,-19.19
2013-05-31,c68bbabea02b9ec798d56029b9f46795,10,Employee12,Cheque/no 39,,Expenses:Salaries,iField,1395
2013-05-31,c68bbabea02b9ec798d56029b9f46795,10,Employee12,Cheque/no 39,"Employeur Cotisation à l'assurance-emploi/Employment Insurance Premiums",Expenses:Salaries:Taxes and Benefits:Canada:CC-AE(EI),CC-AE(EI),29.68
2013-05-31,c68bbabea02b9ec798d56029b9f46795,10,Employee12,Cheque/no 39,"Employeur Régie des rentes du Québec/Quebec Pension Plan QPP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RRQ(QPP),CC-RRQ(QPP),128.56
2013-05-31,c68bbabea02b9ec798d56029b9f46795,10,Employee12,Cheque/no 39,"Employeur Régime québécois d'assurance parentale/Quebec Parental Insurance Plan QPIP",Expenses:Salaries:Taxes and Benefits:Quebec:CC-RQAP(QPIP),CC-RQAP(QPIP),18.71
2013-05-31,c68bbabea02b9ec798d56029b9f46795,10,Employee12,Cheque/no 39,"Employeur Cotisation au Fonds des services de santé/Quebec Health Services Fund",Expenses:Salaries:Taxes and Benefits:Quebec:CC-FSS(Health Service Fund),CC-FSS(Health Service Fund),0
